ID;Title;Abstract
81;Research on personalized recommendation of MOOC resources based on ontology;Purpose The purpose of this study is to analyze from multiple perspectives, so as to form an effective massive open online course (MOOC)personalized recommendation method to help learners efficiently obtain MOOC resources. Design/methodology/approach This study introduced ontology construction technology and a new semantic association algorithm to form a new MOOC resource personalized recommendation idea. On the one hand, by constructing a learner model and a MOOC resource ontology model, based on the learner's characteristics, the learner's MOOC resource learning preference is predicted, and a recommendation list is formed. On the other hand, the semantic association algorithm is used to calculate the correlation between the MOOC resources to be recommended and the learners' rated resources and predict the learner's learning preferences to form a recommendation list. Finally, the two recommendation lists were comprehensively analyzed to form the final MOOC resource personalized recommendation list. Findings The semantic association algorithm based on hierarchical correlation analysis and attribute correlation analysis introduced in this study can effectively analyze the semantic similarity between MOOC resources. The hybrid recommendation method that introduces ontology construction technology and performs semantic association analysis can effectively realize the personalized recommendation of MOOC resources. Originality/value This study has formed an effective method for personalized recommendation of MOOC resources, solved the problems existing in the personalized recommendation that is, the recommendation relies on the learner's rating of the resource, the recommendation is specialized, and the knowledge structure of the recommended resource is static, and provides a new idea for connecting MOOC learners and resources.
82;Rater behaviors in peer evaluation: Patterns and early detection with learner model;Peer evaluation is a common practice in team-based learning (TBL) designs, which can cover the assessment of individual or group work. However, the integrity of peer evaluation can be compromised by unserious raters-individuals who do not earnestly engage in the evaluation process. These raters may exhibit behaviors like consistently assigning the same score, rushing through evaluations, or evaluating before or long after the target presentations. This study delves into the issue of unserious peer evaluation in group presentations, with a specific focus on understanding the behavior patterns in the digital system. Utilizing evaluation behavior analysis (EBA) indicators, we identify patterns linked to unserious raters during the peer evaluation process. Meanwhile, we also connect these patterns to rating consistency and actual course performance, underscoring the significance of behavior patterns. Further, we conduct a preliminary analysis to explore the application of learner model data available before the peer evaluation starts for the early detection of unserious raters. This finding can assist teachers in providing personalized prompts and interventions before the peer evaluation stage, hence enhancing the evaluation quality through targeted interventions in a timely manner.
83;Applying a Tri-Learner Model of Extension Collaboration: Local-State-Campus Partnership;. The Tri-Learner model of Extension Collaboration offers an innovative approach to address community needs and advance research by convening faculty from academic research, statewide Extension, and community-embedded Extension. This article describes development of a new Tri-Learner Model through an early childhood resilience project, with data from 32 participants. We present four key factors for the model's success: First, ensure that research and application are responsive to community needs rather than University-driven. Second, establish trusting, reciprocal relationships. Third, equally value each team member's knowledge and skills. Finally, leverage collaborative University structures and/or funding to foster reciprocal partnerships to maximize research impacts.
84;Design of a Learning Path Recommendation System Based on a Knowledge Graph;Current learning platforms generally have problems such as fragmented knowledge, redundant information, and chaotic learning routes, which cannot meet learners' autonomous learning requirements. This paper designs a learning path recommendation system based on knowledge graphs by using the characteristics of knowledge graphs to structurally represent subject knowledge. The system uses the node centrality and node weight to expand the knowledge graph system, which can better express the structural relationship among knowledge. It applies the particle swarm fusion algorithm of multiple rounds of iterative simulated annealing to achieve the recommendation of learning paths. Furthermore, the system feeds back the students' learning situation to the teachers. Teachers check and fill in the gaps according to the performance of the learners in the teaching activities. Aiming at the weak links of students' knowledge points, the particle swarm intelligence algorithm is used to recommend learning paths and learning resources to fill in the gaps in a targeted manner.
85;The Design of Guiding and Adaptive Prompts for Intelligent Tutoring Systems and Its Effect on Students' Mathematics Learning;Intelligent tutoring systems (ITSs) aim to deliver personalized learning support to each learner, aligning with the educational aspiration of many countries, including China. ITSs' personalized support is mainly achieved by providing individual prompts to learners when they encounter difficulties in problem-solving. The guiding principles and methods of prompts have been less investigated in previous ITS literatures. Based on relevant learning theories, such as self-regulated learning theory, zone of proximal development, scaffolding and heuristic teaching, we proposed seven guiding principles for designing ITS prompts and designed the guiding and adaptive prompts for the difficult questions in a mathematical ITS, math intelligent assessment and teaching system V2.0. In order to verify the effectiveness of this ITS with the aforementioned prompts, we conducted a 2 x 2 quasi-experiment in a high school, where the experimental group followed a process of ``pretest, practice with general prompts and adaptive tutoring, and posttest, '' while the control group followed a process of ``pretest, practice with only general prompts, and posttest. '' We collected the pre and posttest scores of both the experimental and control groups, and log data from the student model within the ITS for the experimental group students. The data analysis indicated that although the experimental group scored lower than the control group in the pretest, they scored higher in the posttest and spent less completion time. The drilled problems and the prompts provided to the experimental group students were personalized. In conclusion, the design principles for guiding and adaptive prompts in the ITS can provide personalized guidance and support for students, thus effectively improve their performance. Those principles are not only valuable for the subject mathematics but also can contribute significantly to the prompt design of other subjects, thereby bolstering the global pursuit of personalized education.
86;Small Data Fusion Algorithm for Personalized Library Recommendations;In order to better grasp the needs of library users and provide them with more accurate knowledge services, combining the characteristics of university libraries, this article applies library small data to personalized recommendation and proposes a small data fusion algorithm model for library personalized recommendation. This model combines the characteristics of small data and realizes multi-dimensional small data fusion by using fully connected neural network to capture the potential collaborative filtering information between users and projects, better grasp the needs of readers and users, and provide valuable assistance for subsequent personalized recommendation research. The effectiveness of the proposed method in personalized recommendation of library resources is verified by comparing several groups of experiments on public and self-built data sets.
87;Leveraging Large Language Models to Generate Course-Specific Semantically Annotated Learning Objects;BackgroundOver the past few decades, the process and methodology of automatic question generation (AQG) have undergone significant transformations. Recent progress in generative natural language models has opened up new potential in the generation of educational content.ObjectivesThis paper explores the potential of large language models (LLMs) for generating computer science questions that are sufficiently annotated for automatic learner model updates, are fully situated in the context of a particular course and address the cognitive dimension understand.MethodsUnlike previous attempts that might use basic methods such as ChatGPT, our approach involves more targeted strategies such as retrieval-augmented generation (RAG) to produce contextually relevant and pedagogically meaningful learning objects.Results and ConclusionsOur results show that generating structural, semantic annotations works well. However, this success was not reflected in the case of relational annotations. The quality of the generated questions often did not meet educational standards, highlighting that although LLMs can contribute to the pool of learning materials, their current level of performance requires significant human intervention to refine and validate the generated content.
88;CourseQ: the impact of visual and interactive course recommendation in university environments;The abundance of courses available in a university often overwhelms students as they must select courses that are relevant to their academic interests and satisfy their requirements. A large number of existing studies in course recommendation systems focus on the accuracy of prediction to show students the most relevant courses with little consideration on interactivity and user perception. However, recent work has highlighted the importance of user-perceived aspects of recommendation systems, such as transparency, controllability, and user satisfaction. This paper introduces CourseQ, an interactive course recommendation system that allows students to explore courses by using a novel visual interface so as to improve transparency and user satisfaction of course recommendations. We describe the design concepts, interactions, and algorithm of the proposed system. A within-subject user study (N=32) was conducted to evaluate our system compared to a baseline interface without the proposed interactive visualization. The evaluation results show that our system improves many user-centric metrics including user acceptance and understanding of the recommendation results. Furthermore, our analysis of user interaction behaviors in the system indicates that CourseQ could help different users with their course-seeking tasks. Our results and discussions highlight the impact of visual and interactive features in course recommendation systems and inform the design of future recommendation systems for higher education.
89;Investigating course choice motivations in university environments;Recommendation systems need a deeper understanding of users and their motivations to improve recommendation quality and provide more personalized suggestions. This is especially true in the education domain, the more about the student is known, the more useful recommendations can be made. However, although many studies on the course recommendation exist, studies on the students' course selection motivations in universities are limited. This study investigates the factors that contribute to students' choice when selecting courses in universities to better understand student perceptions, attitudes, and needs and leverage data-driven approaches for recommending and explaining the recommendations in university environments. A qualitative interview for university students (N = 10) comprised of open-ended questions as well as a questionnaire for students (N = 81) was conducted, aiming to investigate the main reasons behind their choices. The results of this study show that students highly value the course contents and the benefits of the course towards their future careers. Furthermore, students are influenced by other reasons such as the possibility of obtaining a higher grade, the popularity of professors, and recommendations from peers. Next, we extract the main categories of students' motivations and analyzed the questionnaire data by employing statistical analysis methods as well as the k-means clustering algorithm to identify different types of students in terms of course selection. Based on our findings, we discuss implications for designing more personalized course recommendation systems.
90;Effects of a peer tutor recommender system (PTRS) with machine learning and automated assessment on vocational high school students' computer application operating skills;Many information technology courses frequently use the learning by doing strategy in vocational high schools. Particularly, learning computer application operating skills is essential for students because excellent computer application operating skills can help them attain good jobs. However, when fostering students' computer application operating skills by teaching in vocational high school using the learning by doing strategy, a teacher learns that helping all students, evaluating their learning problems, and providing feedback to correct their mistakes are challenging. After investigating the challenge, a machine-learning-based peer tutor recommender system (MPTRS) with automated assessment was proposed to enhance students' learning performance in computer application operating skills. The advanced automated assessment system (AAS) used computer vision technology to evaluate student assignments and instantly return feedback. The recommendation mechanism of the MPTRS enhanced mutual help among students based on their social relationships, learning performance, and recommendation feedback. Furthermore, machine-learning techniques were used to improve recommendations. In the experiment, the experimental group used the proposed system, and the control group used a conventional commercial automated grading system. From the experimental results, the learning performance of the experimental group significantly improved between the pretest and post-test. Students can correct and complete more assignments using the advanced AAS and students who behind in learning also can use the peer tutor recommender function for asking help. Participants were also satisfied with the proposed advanced AAS and MPTRS. It is worth to promote the proposed system to teachers of adopting the learning-by-doing strategy in computer application classes.
91;Digital Brick: Enhancing the Student Experience Using Blockchain, Open Badges and Recommendations;The main purpose of this work is to describe the process of design and implementation of a novel e-Learning platform, named Digital Brick, intended to enhance the students' experience in obtaining formal certifications of their competencies. The research method we followed starts form a deep study of the state of the art that showed us the need to invest more research effort on delivering open and flexible online environments to enable students in finding and passing courses with final formal certifications of learning. To reach this goal, we (i) designed a complete system architecture around a standard (SCORM compliant) learning management system in order the approach should be reusable as much as possible. We (ii) introduced specific modules to separate responsibilities on the definition and issuing of formal certifications using digital badges according to the IMS Open Badges standard. We (iii) exploited blockchain technology to make the sharing of badges among actors more secure, transparent and open. Finally, we (iv) introduced a new recommendation algorithm based on machine learning techniques to give advice to students about study materials and learning paths. We spent a significant part of our effort carrying out both a functional and quantitative validation of our proposal. The obtained results are presented through a laboratory case study that involves all the components of the architecture, and the outcomes are discussed providing numerical performance indicators. In conclusion, the resulting platform introduces digital badges and blockchain as tools to share recognized achievements among earners and issuers, and machine learning algorithms to provide students with recommendations on the learning material, learning objects, courses and learning paths more suitable for their learning styles.
92;Assessing the impact of ethical aspects of recommendation systems on student trust and engagement in E-learning platforms: A multifaceted investigation;In recent times, there has been a growing interest in enhancing recommendation systems for e-learning platforms to deliver a personalised learning experience that meets each learner's distinct requirements and preferences. Nevertheless, it is crucial to recognise the ethical considerations surrounding this technology, as it heavily relies on gathering and analysing students' data, which could potentially affect their level of engagement and trust in online learning settings. This study delves into the ethical considerations surrounding e-learning recommender systems and their impact on students' behaviours, particularly in relation to privacy concerns, trust, and engagement within the online educational environment. The research emphasises various influential factors such as the transparency of the platform, previous exposure to cybersecurity education, and students' backgrounds, including their gender and educational level. The investigation involved 602 students from various academic levels across 11 distinct regions in Morocco, encompassing both rural and urban areas. Among the key findings from the Structural Modelling Analysis (SEM) is that the level of transparency on online learning platforms is a significant factor in building students' trust. However, an excess of transparency can have the opposite effect, leading to disengagement as students become overwhelmed with information. The study also revealed an inverse relationship between cybersecurity education and platform transparency, as increased knowledge can lead to a more critical examination of platform regulation and a heightened awareness of privacy risks. In addition, the research found that individuals with higher levels of education have better cognitive abilities and critical thinking skills, enabling them to understand transparency better. Interestingly, those with higher education also tend to have fewer privacy concerns, likely due to their confidence in security measures and understanding of data handling practices.
93;SBS feature selection and AdaBoost classifier for specialization/major recommendation for undergraduate students;Selecting undergraduate majors or specializations is a crucial decision for students since it considerably impacts their educational and career paths. Moreover, their decisions should match their academic background, interests, and goals to pursue their passions and discover various career paths with motivation. However, such a decision remains challenging are unfamiliar with the job market, the demand for the required skills, and being in the proper placement in a major is not straightforward. Thus, an automatic recommendation system can be helpful for students to assist and guide them in the right decision. In this context, we developed a machine learning model to predict and recommend suitable specializations for undergraduate students according to the job market and student's academic history. Two hundred twenty-five records of students are considered to establish this work. The proposed approach encompasses four major steps, including data preprocessing to clean, scale, and prepare the data for training to avoid obtaining suboptimal results, accompanied by an oversampling process to equal the samples' distribution to prevent the model from being biased or poorly generalized. Furthermore, we conducted a feature selection step using Sequential Backward Selection (SBS) to extract the relevant features to improve the outcomes and reduce the risk of noise. The selected subset is used to train the model using the AdaBoost classifier. We deployed the Genetic algorithm to optimize the classifier's hyperparameters to maximize results. As a result, the findings of this study exhibit noticeable results compared to existing models, with an accuracy of 98.1\%. The proposed model can be reliable in guiding undergraduate students through proper decisions regarding selecting their major.
94;SFS feature selection with decision tree classifier for massive open online courses (MOOCs) recommendation;Online courses have recently gained popularity among millions of students worldwide, primarily due to their accessibility, affordability, and flexibility in accessing high-quality educational content from renowned institutions and universities. Nevertheless, MOOC courses' diversity and standard adjustments make it harder for learners to distinguish the best ones that match their profile and needs. In this context, we developed a Machine Learning model that uses learners' profile information and their interaction history with MOOC platforms to predict and recommend relevant MOOCs. One of the large-scale datasets is used to perform this work, which contains 16 courses and 16 features. Data preprocessing is conducted to clean, scale, and prepare the data for training to avoid having suboptimal results, along with an undersampling to adjust the distribution of samples in classes to prevent poor generalization and bias models. In fact, dealing with a large set of attributes often needs to be diminished to increase the model's performance and reduce the risk of noise and the model's overfitting. In this way, we applied the Sequential Forward Selection (SFS) to select the appropriate features for the target classes. The resulting subset of features was then used to train the model using the Decision Tree classifier. As a result, this combination provided noticeable results compared to existing works, with an accuracy of 82.8\%. The proposed model can serve as a reliable tool for assisting learners in online education by providing personalized recommendations for MOOCs based on their individual profiles.
95;Continuous student modeling for programming in the classroom: challenges, methods, and evaluation;
96;Educational Recommender System Based on Learner's Annotative Activity;In recent years, Educational Recommender Systems (ERSs) have attracted great attention as a solution towards addressing the problem of information overload in e-learning environments and providing relevant recommendations to online learners. These systems play a key role in helping learners to find educational resources relevant and pertinent to their profiles and context. So, it is necessary to identify information that helps learner's profile definition and in identifying requests and interests. In this context, we suggest to take advantage of the annotation activity used usually in the learning context for different purposes and which may reflect certain learner's characteristics useful as input data for the recommendation process. Therefore, we propose an educational recommender system of web services based on learner's annotative activity to assist him in his learning activity. This process of recommendation is founded on two preparatory phases: the phase of modelling learner's personality profile through analysis of annotation digital traces in learning environment realized through a profile constructor module and the phase of discovery of web services which can meet the goals of annotations made by learner via the web service discovery module. The evaluation of the developed annotation-based recommendation system through empirical studies realized on groups of learners based on the Student's t-test showed significant results.
97;Culture, Ontology and Learner Modeling;
98;Beyond compliance: evaluating AfriMEDS competencies in South African medical education;South African medical education confronts systemic challenges rooted in colonial legacies, demanding transformative pedagogies that redress inequities and integrate community health through culturally responsive frameworks. This convergent mixed-methods study, guided by a transformative paradigm emphasizing ethical engagement and social justice, evaluated the implementation of the AfriMEDS framework, a local adaptation of CanMEDS incorporating community-based education (CBE) and community-oriented primary care (COPC) at the University of the Free State (UFS). Methods included curriculum mapping, document analysis, 15 educator interviews, and surveys of 71 medical interns. Document review revealed that health advocate, leader and manager, and scholar roles were minimally featured in phase guides and that existing assessment tools diverged from CanMEDS recommendations. Educator interviews identified three principal barriers: insufficient faculty development (87\% of participants), resource constraints, and misaligned assessment practices. Intern surveys showed only 63\% felt leadership training was adequate, 71\% felt prepared for CBE, and 72\% felt competent in collaboration. These findings expose critical gaps in embedding AfriMEDS competencies, particularly intrinsic roles, within undergraduate training. Our methodological framework highlights how CBE and COPC can serve as catalysts for meaningful curricular reform by fostering sustained collaboration between learners, educators, and communities. We recommend systemic reforms including decolonial pedagogical strategies, robust faculty development in cultural competency, alignment of curricula with national health priorities, and the creation of benchmarked assessment tools that reflect African healthcare contexts and community needs. Failure to implement these reforms risks perpetuating inequity and undermining South Africa's health transformation agenda.
99;Course Correction: Navigating Equity in Ninth-Grade Advanced Placement;This robust mixed-methods study examines ninth-grade advanced course placement in Arkansas, revealing disparities rooted in race and socioeconomic status. Utilizing a logit analysis for a five-year pooled sample (n = 163,616), we find persistent enrollment gaps for Black ninth-grade students after controlling for prior academic achievement, highlighting systemic barriers to access to advanced courses. Socioeconomic divides are also evident in our analysis. Qualitative findings from counselor interviews highlight the importance of parental involvement in course placement decisions, particularly for students from lower socioeconomic backgrounds. Overall, we find through these interviews that districts consider a myriad of factors when considering course placement for ninth-grade courses. We recommend systemic changes for districts, including local norm-based placement systems and automatic enrollment policies to enhance fairness in advanced course placement.
100;Identification and Characterization of Social Network (SN) Profiles in Spanish University Students;This article examines how Spanish university students use Social Media (SM) platforms, which have become a natural means of communication and information for Generation Z due to the expansion of the Internet. The study involved 1,363 students from various fields of knowledge, and the questionnaire data were analysed using Exploratory Factor Analysis (EFA), Two-Step Cluster Analysis, and K-means. The study found three motivational uses related to self-esteem, perceived control, and family closeness. Four distinct profiles of SM use emerged, including professional contacts and information, communication with others, avoidance of self-identity, and an alternative profile with reduced SM use. These profiles were further characterized by the type and amount of time spent on SM platforms, field of study, sex, and academic year. The study found that female students in Economics and Law primarily use SM for personal contacts, while women in the first years of Human and Social Sciences and Nursing and Physiotherapy tend to use SM to avoid self-identity. Male students in the last years of Engineering and Theology mostly use SM for alternative contacts. Only LinkedIn stands out as a platform for professional contacts. Additionally, the study found that an evasive use of SM platforms is associated with low self-esteem, little perceived control over life, and weak family ties. This finding suggests that educational guidance should focus on improving the training to students to these issues.
101;Onlife youth: a study of young peoples user profile and their online behaviour;The internet has become the main vehicle of communication and self-expression for most young people. Forms of interacting, entertaining oneself and even disconnecting are being increasingly influenced by the hyperconnectivity that these technological devices entail. A quantitative study was conducted to explore the user profile, behaviour and risks involved in screentime in a sample of 2066 Spanish adolescents aged between 12 and 18. A bespoke validated questionnaire was used. Data were analysed via descriptive and inferential statistics. Outcomes reveal that adolescents use their smartphones during leisure time mainly to communicate and interact via social networks, specifically, WhatsApp and Instagram. As adolescents grow older, they spend more time online and share more personal information. There is, therefore, a need for an educational approach aimed at attending to young people's affective, relational and communicational processes to enable them to suitably handle their exposure on social networks.
102;A Data Mining Method for Students' Behavior Understanding;A framework for predicting students' learning performance based on behavioral model is proposed to model students' behavior and describe their behavior characteristics accurately and comprehensively. The framework extracts features from multiple perspectives to describe behaviors more comprehensively, including statistical features and association features. In addition, a multi-task model is designed for fine-grained prediction of students' learning performance in the curriculum. A framework for predicting mastery based on online learning behavior is also put forward. Additional context information is added to the collaborative filtering algorithm including student-knowledge-point mastery, class-knowledge-point, and students' mastery is predicted according to the learning path excavated. Considering the time-varying of mastery, the approximate curve of students' mastery of knowledge points is fitted according to the Ebinhaus forgetting curve. The experiments show that the proposed framework has a high recall rate for the prediction of learning performance and also shows a certain practicability for early warning. Further, based on the model, the correlation between student behavior patterns and learning performance is discussed. The inclusion of additional information has improved the prediction efficiency, especially the operational efficiency. At the same time, the proposed framework can not only dynamically assess students' master of knowledge but also facilitate the system to review feedback or adjust the learning order and provide personalized learning services.
103;Integration of Collaborative Filtering Into Naive Bayes Method to Enhance Student Performance Prediction;This article introduces a novel method that integrates collaborative filtering into the naive Bayes model to enhance predicting student academic performance. The combined approach leverages collaborative user behavior analysis and probabilistic modeling, showing promising results in improved prediction precision. Collaborative Filtering explores user behavior patterns, while Naive Bayes employs Bayes' theorem for probabilistic data classification. Focused on predicting academic success, the integration incorporates collaborative patterns from student data for increased accuracy. The method considers similar students' performance and behavior for nuanced, personalized predictions. Starting with diverse data collection, including collaborative patterns among students, Collaborative Filtering identifies relationships and patterns among those with similar academic histories. These insights enrich the naive Bayes algorithm, creating a holistic approach for more accurate predictions, and contributing to ongoing machine learning initiatives in education.
104;Bayesian Knowledge Tracing Implemented in a Telecommunications Serious Game;The University of Johannesburg has integrated serious games into its teaching, exemplified by Codebreakers, a 2D game teaching information theory. While successful, Codebreakers lacked personalisation and used a criticised assessment method based on answer streaks. Knowledge tracing algorithms, known for their effectiveness in intelligent tutoring systems, were considered to address these limitations. This led to the research question: ``Can a new serious game be designed, incorporating knowledge tracing algorithms to deliver personalised learning experiences in telecommunications education? '' In response, an escape-themed serious game was developed, integrating Bayesian Knowledge Tracing as a statistical student model for personalised learning. This innovative approach combines free-roam gameplay with tailored educational content, significantly advancing serious game design. While primarily aimed at enhancing Codebreakers, this new game contributes substantially to serious game theory by successfully implementing personalised learning within an engaging format. The project showcases the potential of knowledge tracing algorithms in creating adaptive, student-centered learning experiences within the context of educational games.
105;A Proposed Learner's Data Model: Integrating Informal Learning and Enhancing Personalization and Interoperability;A learner profile is key to personalize learning content. Nowadays learners use different applications and tools to learn (Formal and informal types). Indeed, the diversity of profiles, their content, their structure, their operation, and the actors concerned, limits possible interoperability. Hence, the need for a rich and an interoperable learner profile that describes all previous learning achievements or experiences. In this work, after a brief analysis of available standards in this area, an approach is proposed to build an interoperable learner model based on xAPI statements that combine the formal and informal experiences to enhance learning analytic and personalization. Then, we present a tool to transform collected data into our XML model proposed based on the IMS-LIP standard, and in the end, we explore his utility.
106;Conceptual clustering of university graduate students' trajectories using formal concept analysis: a case study in Lebanon;Due to the weak academic advising systems in most schools, students need assistance to explore universities/colleges and study fields that match their interests and future careers. Unfortunately, the orientation programs in most schools are not well designed to cater to students' varied needs. While career orientation programs are much needed at schools, a large number of Lebanese schools have not integrated such programs in their educational systems yet. Thus, this research focuses on developing a hybrid recommender system based on machine learning techniques. Our research focuses on the implementation of the formal concept analysis (FCA) to study university graduates' trajectories. This data mining technique is applied in knowledge presentation and data processing. FCA enables the discovery of hidden knowledge by using association rule mining and machine learning. The objective of this study is to discover the university graduates' trajectories and demonstrate the effectiveness of the FCA technique in data clustering.
107;Research Trends in Adaptive Online Learning: Systematic Literature Review (2011-2020);"With the improvement of Information and Communication Technologies (ICTs, online learning has become a viable means for teaching and learning. Nonetheless, online learning is still facing various challenges. The challenges include lack of support and loneliness experienced by learners. Adaptive online learning is one of the means that researchers are proposing to support learners and reduce the loneliness they experience in online learning. Research in adaptive online learning has been on the rise. Though there are several review studies that have attempted to provide summaries of research and development happening in this area, there is still lack of a comprehensive and up-to-date review that looks at the aspects of adaptive online learning systems in terms of the learner characteristics being modelled, domain model, adaptation model, the various techniques used to achieve the various tasks in those models and the impact the adaptive online learning has on learning. This study therefore was initiated in order to fill this gap. The study was carried out using a systematic literature review methodology. A total of 59 articles were used in the study, drawn from six databases namely Science direct, IEEE explore, ACM, Emerald, Springer and Taylor and Francis. The results indicate that: the most used learner characteristic is learning style even though the use of learning knowledge is on the rise; there is a rise in the use of machine learning algorithms in learner modelling; learning content is the most common target for adaptation; rules is the most utilized method in the adaptation model; and most adaptive online learning have not been evaluated in terms of learning. There is therefore a need for evaluation of the developed adaptive online learning and more studies that utilize more than one learner characteristic as the basis for adaptation and those that use machine learning."
108;Edtech brokers and evidence governance: knowledge intermediaries in the education technology market;"New types of intermediary organisations are creating evidence to guide school practices and shape markets around education technologies. This article focuses on the practices through which edtech brokers - understood here as evidence-making organisations that mediate between the edtech industry, schools, policy and research centres - create edtech knowledge and evidence. When inserted into policy and practice through recommendation systems, platform reviews, rankings and badges, this knowledge has the potential to affect educational practices, policy implementation and investors' decision-making processes. Based on interviews and documentary sources, we identify three practices through which edtech brokers produce and circulate edtech evidence: (i) participatory processes of evidence-making; (ii) political navigations and (iii) market curation. Ultimately, edtech brokers govern, within and beyond their local contexts, what kinds of edtech evidence is produced and circulated. This evidence is intended to create novel types of consensus between industry, academia, government and schools, redefining the boundaries of public education and the private edtech sector in an increasingly digital age."
109;Unveiling AI Perceptions: How Student Attitudes Towards AI Shape AI Awareness, Usage, and Conceptions;This study examines the relationship between students' attitudes toward artificial intelligence (AI) and both AI competence and conceptions. 176 UK university students completed a survey where they were asked to rate statements in relation to their attitudes towards AI, their AI competence and their conceptions about AI using 5-point Likert-type scales. In relation to AI competence, results indicate that affective attitudes predicted awareness and usage, leading to information avoidance and disengagement. Cognitive attitudes positively predicted AI awareness and usage. Behavioural attitudes, however, did not predict awareness or usage, suggesting that individuals may engage with AI technology without deeper understanding. For AI conceptions, behavioural attitudes were more closely linked to conceptions of AI in educational contexts. Positive behavioural attitudes predicted students' conceptions of AI's role in intelligent tutoring systems, retentions, drop-out reduction, recommendation systems, and personalised learning. In contrast, affective attitudes predicted conceptions of AI's use in classroom monitoring and performance prediction, while cognitive attitudes had little influence. These are areas educators can focus on when designing teaching \& assessment strategies in relation to AI.
110;Designing an IMS-LD Meta-Model of a New Smart Learning Management System;"The context of this work is that of designing an IMS-LD metamodel of an LMS. The approach is to first think about the conditions for creating an LMS between learners and designing the IT environment that supports this system. In this chapter, the authors try to adapt the IMS-LD model with a metamodel for LMS based on the hybridization between learning theories. This adaptation will go through three stages: first, the development of the meta-model of LMS; second, the study of the correspondence between the developed meta-model and IMS-LD model; and finally, their transformation to IMS-LD meta-model."
111;Modeling a New Smart Learning Management System Based on the EML;"The context of this work is that of designing an IMS-LD model for a new smart LMS. The work is specifically in the field or seeking to promote using information technology from a distance. The approach is to first think about the conditions for creating a real new smart LMS between learners and designing the IT environment that supports this LMS. In this chapter, the authors try to adapt the IMS-LD model with a new smart LMS based on traditional pedagogy, behaviorism, cognitivism, and social constructivism. This adaptation will go through three stages: first, the development of an LMS model; second, the study of the correspondence between the developed model and the IMS-LD model; finally, their transformation to the IMS-LD model."
112;A New Smart Recommendation System of Learning Management Systems;This chapter presents the functional and technical architecture of a recommendation system of free learning management systems that the authors have implemented to facilitate the choice of the most suitable LMS to meet the objectives, specifications, and criteria chosen by the institution. Thus, any random choice entails a loss of money, effort, and time loss for porters and device designers, and this is for various reasons (cost, utility, usability, etc.). Notably, this system takes into account more than 20 LMSs. The choice of these LMSs is based on a methodical and systemic approach that identifies the adequate criteria to the objectives and specifications chosen by the institution, depending on the objects and pedagogical tools related to the recommended teaching and learning device, to retain the most suitable LMS. This chapter is motivated by the desire to clarify and support users in their choice of the most suitable LMS to meet their needs and to get maximum benefit from the potential offered by technologies in pedagogy.
113;Prototyping a New Smart Learning Management System Based on the NoSQL;The context of this work is that of prototyping a disciplinary information space for a new LMS. The work is specifically in the field or seeking to promote, using information technology from a distance, a collective knowledge construction. The approach is to first think about the conditions for creating a real LMS between learners and designing the IT environment that supports this LMS. The authors chose to base on the hybridization between four learning theories as a basis for teaching this LMS, namely the traditional pedagogy, behaviorism, cognitivism, and social constructivism. These pedagogies have already proven themselves, mostly in learning situations in the classroom. The LMS consists of different activity spaces for teaching and learning activities. The authors limit themselves in this work to the prototyping of disciplinary information space for a new smart LMS based on IMS-LD, the NoSQL, MongoDB database, and the Symfony framework.
